Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,MoSold,YrSold,SaleType,SalePrice,totalSF,psf
2137,80,Residential(LD),72,9720,College Creek,Single-family Detached,SLvl,5,7,1977,1977,995.0,1009,0,1009,3,6,6,2007,WD ,160000,2004.0,79
1794,20,Floating Village,72,8640,Somerset,Single-family Detached,1Story,8,5,2007,2007,1338.0,1338,0,1338,3,6,11,2007,New,208900,2676.0,78
1498,20,Residential(LD),123,47007,Edwards,Single-family Detached,1Story,5,7,1959,1996,0.0,3820,0,3820,5,11,7,2008,WD ,284700,3820.0,74
1164,160,Floating Village,30,3180,Somerset,Townhouse End Unit,2Story,7,5,2007,2007,689.0,703,689,1392,2,5,3,2008,WD ,146000,2081.0,70
1179,120,Residential(LD),38,14963,Veenker,Townhouse End Unit,1Story,8,5,1996,1996,1260.0,1288,0,1288,1,4,12,2008,WD ,245500,2548.0,96
1340,45,Residential(MD),50,5000,Brookside,Single-family Detached,1.5Unf,6,7,1926,1950,992.0,1013,0,1013,3,6,4,2008,WD ,113000,2005.0,56
436,20,Residential(LD),129,16870,Northridge Heights,Single-family Detached,1Story,8,5,2004,2005,1782.0,1782,0,1782,3,7,4,2009,WD ,296000,3564.0,83
1636,20,Residential(LD),86,14157,Stone Brook,Single-family Detached,1Story,9,5,2005,2006,1922.0,1922,0,1922,3,8,7,2007,WD ,377426,3844.0,98
421,20,Residential(LD),96,12456,Northridge Heights,Single-family Detached,1Story,10,5,2006,2007,1700.0,1718,0,1718,3,7,7,2009,WD ,337500,3418.0,98
457,20,Residential(LD),100,14836,Northridge Heights,Single-family Detached,1Story,10,5,2004,2005,2492.0,2492,0,2492,2,8,2,2009,WD ,552000,4984.0,110
2834,50,Residential(LD),56,6956,Edwards,Single-family Detached,1.5Fin,4,7,1948,1950,624.0,624,312,936,3,5,4,2006,WD ,97900,1560.0,62
517,20,Floating Village,75,7862,Somerset,Single-family Detached,1Story,6,5,2009,2009,1218.0,1218,0,1218,2,4,9,2009,New,208300,2436.0,85
1566,60,Residential(LD),68,11050,Mitchell,Single-family Detached,2Story,7,5,1996,1997,910.0,910,910,1820,3,8,9,2008,WD ,213000,2730.0,78
1439,60,Residential(LD),57,8924,College Creek,Single-family Detached,2Story,7,5,1998,1999,880.0,880,844,1724,3,8,7,2008,WD ,188000,2604.0,72
2577,20,Residential(LD),71,9610,North Ames,Single-family Detached,1Story,6,6,1958,1958,1121.0,1336,0,1336,3,7,12,2006,WD ,162000,2457.0,65
2241,50,Residential(MD),75,13710,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,5,5,1950,1950,910.0,910,648,1558,4,6,6,2007,WD ,152000,2468.0,61
71,60,Floating Village,100,12552,Somerset,Single-family Detached,2Story,7,5,2004,2005,991.0,991,956,1947,3,8,5,2010,WD ,254900,2938.0,86
1143,60,Residential(LD),43,14565,Sawyer West,Single-family Detached,2Story,7,5,1994,1995,832.0,832,825,1657,3,6,11,2008,WD ,189000,2489.0,75
1021,20,Residential(LD),56,18559,Northwest Ames,Single-family Detached,1Story,7,5,1978,1978,2048.0,2064,0,2064,3,7,8,2008,WD ,235000,4112.0,57
1416,190,Residential(LD),68,10880,Edwards,Two-family_Conversion,1Story,5,5,1950,1950,1164.0,1164,0,1164,3,5,8,2008,ConLD,125000,2328.0,53
35,120,Residential(LD),24,2280,Northpark Villa,Townhouse Inside Unit,1Story,7,6,1975,1975,836.0,836,0,836,2,4,6,2010,WD ,120000,1672.0,71
2904,20,,125,31250,Mitchell,Single-family Detached,1Story,1,3,1951,1951,0.0,1600,0,1600,3,6,5,2006,WD ,81500,1600.0,50
2174,90,Residential(LD),81,11841,Edwards,Duplex,SFoyer,6,5,1990,1990,816.0,816,0,816,3,5,5,2007,WD ,118500,1632.0,72
522,20,Floating Village,85,9187,Somerset,Single-family Detached,1Story,9,5,2009,2009,1766.0,1766,0,1766,2,7,10,2009,New,370878,3532.0,105
2211,90,Residential(HD),82,6270,Crawford,Duplex,2Story,5,6,1949,1950,1001.0,1001,1001,2002,4,8,8,2007,WD ,145000,3003.0,48
1539,50,Residential(LD),81,15660,Crawford,Single-family Detached,1.5Fin,7,9,1939,2006,798.0,1137,817,1954,3,8,5,2008,WD ,311500,2752.0,113
2420,120,Residential(LD),43,3087,Bloomington Heights,Townhouse End Unit,1Story,7,5,2006,2006,1220.0,1364,0,1364,2,6,11,2006,New,210250,2584.0,81
2779,60,Residential(LD),95,13450,College Creek,Single-family Detached,2Story,7,5,2002,2002,916.0,920,941,1861,3,8,6,2006,WD ,200000,2777.0,72
953,90,Residential(LD),75,10125,Mitchell,Duplex,1.5Fin,5,5,1977,1977,0.0,1302,432,1734,4,8,8,2009,COD,126000,1734.0,72
658,70,Residential(LD),80,8146,Old Town,Single-family Detached,2Story,4,8,1900,2003,405.0,717,322,1039,2,6,5,2009,WD ,114000,1444.0,78
714,70,Residential(MD),60,9600,Old Town,Single-family Detached,2Story,4,4,1910,1950,677.0,833,677,1510,3,7,6,2009,WD ,87500,2187.0,40
1637,60,Residential(LD),98,12328,Stone Brook,Single-family Detached,2Story,8,5,2005,2005,1149.0,1164,1377,2541,4,10,7,2007,WD ,349265,3690.0,94
538,20,Residential(LD),76,10141,Sawyer West,Single-family Detached,1Story,8,5,2004,2004,1512.0,1512,0,1512,3,6,1,2009,WD ,203000,3024.0,67
546,20,Residential(LD),65,8529,Sawyer West,Single-family Detached,1Story,7,5,2001,2001,1454.0,1434,0,1434,3,6,4,2009,WD ,189000,2888.0,65
533,60,Floating Village,65,8127,Somerset,Single-family Detached,2Story,7,5,2003,2003,812.0,812,841,1653,3,6,3,2009,WD ,209000,2465.0,84
718,70,Residential(MD),70,8400,Old Town,Single-family Detached,2Story,6,7,1900,1950,917.0,1090,917,2007,3,8,6,2009,WD ,160000,2924.0,54
1830,20,Residential(LD),44,10751,Sawyer,Single-family Detached,1Story,5,5,1974,1974,1037.0,1037,0,1037,2,5,8,2007,WD ,129000,2074.0,62
2929,20,Residential(LD),77,10010,Mitchell,Single-family Detached,1Story,5,5,1974,1975,1389.0,1389,0,1389,2,6,4,2006,WD ,170000,2778.0,61
2207,30,Residential(LD),40,4280,Crawford,Single-family Detached,1Story,5,6,1913,2002,440.0,694,0,694,2,4,3,2007,WD ,90350,1134.0,79
1417,50,Residential(LD),60,9600,Edwards,Single-family Detached,1.5Fin,6,5,1924,1950,572.0,572,524,1096,2,5,4,2008,WD ,79000,1668.0,47
2787,20,Residential(LD),70,9800,College Creek,Single-family Detached,1Story,5,7,1972,1972,894.0,894,0,894,3,5,7,2006,WD ,149900,1788.0,83
1037,20,Residential(LD),63,7560,North Ames,Single-family Detached,1Story,5,5,1971,1971,864.0,864,0,864,3,5,5,2008,WD ,123000,1728.0,71
2659,70,Residential(MD),60,9600,Old Town,Single-family Detached,2Story,4,2,1900,1950,1095.0,1095,679,1774,4,8,5,2006,WD ,87000,2869.0,30
1567,80,Residential(LD),76,9880,Mitchell,Single-family Detached,SLvl,6,6,1977,1977,1096.0,1118,0,1118,3,6,7,2008,WD ,171000,2214.0,77
1225,50,Residential(LD),80,9600,North Ames,Single-family Detached,1.5Fin,6,5,1950,1950,1032.0,1032,220,1252,3,6,4,2008,WD ,119000,2284.0,52
685,20,Residential(LD),70,7931,North Ames,Single-family Detached,1Story,5,5,1959,1959,1148.0,1148,0,1148,3,6,7,2009,WD ,132500,2296.0,57
1358,70,Residential(MD),54,5100,Old Town,Single-family Detached,2Story,8,7,1925,1996,588.0,833,833,1666,3,7,6,2008,WD ,161000,2254.0,71
1461,60,Residential(LD),72,9720,College Creek,Single-family Detached,2Story,9,5,2001,2002,1357.0,1366,581,1947,3,7,1,2008,WD ,274000,3304.0,82
221,20,Residential(LD),70,8521,Sawyer,Single-family Detached,1Story,5,5,1967,1967,912.0,912,0,912,3,5,5,2010,WD ,125000,1824.0,68
2187,90,Residential(LD),52,8741,Edwards,Duplex,1Story,5,6,1946,1950,1195.0,1195,0,1195,4,8,7,2007,WD ,98500,2390.0,41
2504,20,Residential(LD),89,12461,Northridge,Single-family Detached,1Story,8,5,1994,1995,1624.0,1624,0,1624,2,5,7,2006,WD ,262000,3248.0,80
855,20,Residential(LD),76,6950,College Creek,Single-family Detached,1Story,5,7,1979,1979,914.0,914,0,914,2,5,10,2009,WD ,134900,1828.0,73
2258,20,Residential(LD),115,16905,Timberland,Single-family Detached,1Story,5,6,1959,1959,1350.0,1328,0,1328,2,5,7,2007,WD ,170000,2678.0,63
2205,70,Residential(LD),53,7155,Crawford,Single-family Detached,2Story,6,8,1926,1991,686.0,686,775,1461,3,6,7,2007,WD ,135000,2147.0,62
1158,60,Residential(LD),71,9205,Northridge,Single-family Detached,2Story,6,5,1990,1991,930.0,1364,1319,2683,4,9,6,2008,WD ,290000,3613.0,80
1741,20,Residential(LD),64,7697,Gilbert,Single-family Detached,1Story,7,6,2007,2007,1246.0,1258,0,1258,3,6,8,2007,New,173500,2504.0,69
2735,20,Residential(LD),78,7800,Edwards,Single-family Detached,2Story,5,8,1948,2002,896.0,1112,896,2008,3,8,8,2006,WD ,225000,2904.0,77
1888,20,Residential(LD),79,14357,North Ames,Single-family Detached,1Story,5,5,1961,1961,864.0,1187,0,1187,2,6,8,2007,CWD,140500,2051.0,68
2121,20,Residential(LD),65,8775,College Creek,Single-family Detached,1Story,5,5,1994,1994,990.0,990,0,990,3,5,4,2007,WD ,126000,1980.0,63
1176,160,Floating Village,24,2645,Somerset,Townhouse Inside Unit,2Story,8,5,1999,1999,960.0,962,624,1586,3,7,12,2008,WD ,170000,2546.0,66
2773,20,Residential(LD),43,13568,College Creek,Single-family Detached,1Story,5,5,1995,1995,990.0,990,0,990,3,5,7,2006,WD ,156000,1980.0,78
2619,20,Residential(LD),47,16321,North Ames,Single-family Detached,1Story,5,6,1957,1997,1484.0,1600,0,1600,2,6,12,2006,WD ,207500,3084.0,67
1796,60,Floating Village,72,8640,Somerset,Single-family Detached,2Story,8,5,2007,2007,896.0,896,896,1792,3,8,11,2007,New,255000,2688.0,94
1598,180,Residential(MD),21,1596,Meadow Village,Townhouse Inside Unit,SLvl,4,6,1973,1973,462.0,526,462,988,1,4,7,2008,WD ,94900,1450.0,65
1965,20,Residential(LD),70,7315,North Ames,Single-family Detached,1Story,5,6,1958,1958,1170.0,1170,0,1170,3,6,3,2007,WD ,140000,2340.0,59
2651,70,Residential(MD),42,7614,Old Town,Single-family Detached,2Story,3,5,1905,1950,738.0,714,662,1376,2,7,3,2006,WD ,96900,2114.0,45
609,20,Residential(LD),72,11000,North Ames,Single-family Detached,1Story,5,6,1966,1966,1154.0,1154,0,1154,3,6,11,2009,WD ,154000,2308.0,66
1990,70,Residential(MD),67,10337,Old Town,Single-family Detached,2Story,8,9,1910,1999,725.0,909,863,1772,3,7,5,2007,WD ,184900,2497.0,74
1053,20,Residential(LD),114,14803,Northridge Heights,Single-family Detached,1Story,10,5,2007,2008,2078.0,2084,0,2084,2,7,6,2008,New,385000,4162.0,92
2877,30,Residential(MD),50,8765,Iowa DOT and Rail Road,Single-family Detached,1Story,4,6,1936,1950,951.0,951,0,951,2,6,4,2006,WD ,106500,1902.0,55
497,60,Residential(LD),106,12720,Northridge,Single-family Detached,2Story,8,5,2000,2000,1455.0,1466,1221,2687,4,10,9,2009,WD ,327000,4142.0,78
514,20,Residential(LD),85,11128,Somerset,Single-family Detached,1Story,9,5,2005,2006,2458.0,2490,0,2490,2,9,10,2009,WD ,468000,4948.0,94
759,50,Residential(MD),60,5160,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,6,6,1927,1950,1204.0,1204,462,1666,3,4,8,2009,WD ,135000,2870.0,47
2474,20,Residential(LD),63,13072,Sawyer West,Single-family Detached,1Story,6,5,2005,2005,1141.0,1141,0,1141,3,6,3,2006,WD ,142500,2282.0,62
1193,60,Residential(LD),73,8814,North Ames,Single-family Detached,2Story,5,6,1968,1968,732.0,732,732,1464,4,7,6,2008,WD ,141000,2196.0,64
1415,190,Residential(LD),70,7000,Edwards,Two-family_Conversion,2Story,5,7,1910,1991,1117.0,820,527,1347,3,5,1,2008,WD ,107500,2464.0,43
2048,190,Residential(LD),59,4484,SW Iowa State University,Two-family_Conversion,1.5Fin,5,6,1942,1979,672.0,778,504,1282,2,4,7,2007,WD ,108500,1954.0,55
2483,60,Residential(LD),60,9019,Sawyer West,Single-family Detached,2Story,6,5,1994,1994,636.0,636,684,1320,3,6,7,2006,WD ,150000,1956.0,76
2883,50,,60,8520,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,3,5,1916,1950,216.0,576,360,936,2,6,4,2006,WD ,78000,1152.0,67
1111,20,Residential(LD),92,11932,Somerset,Single-family Detached,1Story,8,5,2007,2008,1580.0,1580,0,1580,3,7,6,2008,ConLD,235128,3160.0,74
2072,20,Residential(LD),303,115149,Clear Creek,Single-family Detached,1Story,7,5,1971,2002,1643.0,1824,0,1824,2,5,6,2007,WD ,302000,3467.0,87
1450,20,Residential(LD),40,14330,College Creek,Single-family Detached,1Story,5,6,1975,2001,864.0,1558,0,1558,2,5,8,2008,WD ,163000,2422.0,67
274,30,Residential(LD),67,8777,Edwards,Single-family Detached,1Story,3,6,1945,2007,0.0,640,0,640,2,5,4,2010,ConLD,84900,640.0,132
413,160,Residential(LD),24,2308,Northpark Villa,Townhouse End Unit,2Story,6,5,1974,1974,855.0,855,467,1322,3,6,6,2009,WD ,147000,2177.0,67
751,70,Residential(MD),50,2500,Old Town,Single-family Detached,2Story,7,8,1915,2005,910.0,916,910,1826,4,7,6,2009,WD ,155000,2736.0,56
2897,20,Residential(LD),50,8049,Timberland,Single-family Detached,1Story,7,5,1990,1990,1309.0,1339,0,1339,2,6,7,2006,WD ,180000,2648.0,67
207,190,Residential(MD),70,5600,Iowa DOT and Rail Road,Two-family_Conversion,2Story,4,5,1930,1950,0.0,372,720,1092,3,7,7,2010,WD ,55000,1092.0,50
2269,80,Residential(LD),73,9590,Timberland,Single-family Detached,SLvl,7,5,2003,2003,868.0,1146,0,1146,3,6,5,2007,WD ,187500,2014.0,93
891,80,Residential(LD),72,7200,Edwards,Single-family Detached,SLvl,6,6,1976,1976,1041.0,1125,0,1125,3,6,10,2009,WD ,125000,2166.0,57
2863,50,Residential(LD),86,11500,Crawford,Single-family Detached,1.5Fin,7,7,1936,1987,1017.0,1020,1037,2057,3,6,6,2006,WD ,250000,3074.0,81
1298,30,Residential(MD),60,6756,Old Town,Single-family Detached,1Story,5,6,1910,1950,481.0,899,0,899,2,5,9,2008,WD ,78000,1380.0,56
1292,190,Residential(MD),63,11426,Old Town,Two-family_Conversion,1.5Fin,4,6,1910,1996,828.0,828,658,1594,3,9,6,2008,WD ,118000,2422.0,48
1687,20,Residential(LD),93,12030,Northridge Heights,Single-family Detached,1Story,8,5,2007,2007,1694.0,1694,0,1694,3,7,12,2007,New,318000,3388.0,93
2749,60,Residential(LD),80,9554,Sawyer West,Single-family Detached,2Story,8,5,1993,1994,777.0,1065,846,1911,3,8,9,2006,WD ,215000,2688.0,79
2875,30,Residential(MD),61,8534,Iowa DOT and Rail Road,Single-family Detached,1Story,4,4,1925,1950,432.0,672,0,672,2,4,6,2006,WD ,72000,1104.0,65
1029,20,Residential(LD),104,11361,Northwest Ames,Single-family Detached,1Story,6,5,1976,1976,1193.0,1523,0,1523,3,7,5,2008,COD,180000,2716.0,66
1581,20,Residential(LD),47,12416,Timberland,Single-family Detached,1Story,6,5,1986,1986,1606.0,1651,0,1651,3,7,11,2008,WD ,184000,3257.0,56
612,20,Residential(LD),80,9600,North Ames,Single-family Detached,1Story,5,6,1959,1959,1041.0,1041,0,1041,3,6,7,2009,WD ,124500,2082.0,59
139,90,Residential(LD),70,8267,North Ames,Duplex,1Story,5,5,1958,1958,1604.0,1604,0,1604,4,8,3,2010,WD ,135000,3208.0,42
1335,50,Residential(MD),50,6000,Brookside,Single-family Detached,1.5Fin,6,7,1940,1989,981.0,1014,658,1672,3,6,7,2008,WD ,164900,2653.0,62
2531,20,Residential(LD),80,9600,Northwest Ames,Single-family Detached,1Story,7,5,1969,1969,1164.0,1164,0,1164,3,6,7,2006,COD,140000,2328.0,60
681,20,Residential(LD),71,7350,North Ames,Single-family Detached,1Story,5,6,1958,1958,1041.0,1041,0,1041,3,6,3,2009,WD ,128000,2082.0,61
1383,85,Residential(LD),63,7703,Sawyer,Single-family Detached,SFoyer,6,8,1978,1978,450.0,1034,0,1034,3,6,5,2008,WD ,153000,1484.0,103
1359,50,Residential(MD),63,4347,Old Town,Single-family Detached,1.5Fin,6,8,1910,1950,796.0,825,784,1609,3,7,6,2008,WD ,127500,2405.0,53
1226,20,Residential(LD),80,9600,North Ames,Single-family Detached,1Story,5,8,1950,2006,572.0,1337,0,1337,3,7,9,2008,WD ,141500,1909.0,74
63,60,Residential(LD),98,12256,Northridge,Single-family Detached,2Story,8,5,1994,1995,1463.0,1500,1122,2622,3,9,4,2010,WD ,325000,4085.0,79
1869,20,Residential(LD),80,9547,Northwest Ames,Single-family Detached,1Story,7,6,1993,1993,1594.0,1594,0,1594,2,6,7,2007,WD ,188500,3188.0,59
2468,20,Floating Village,60,7200,Somerset,Single-family Detached,1Story,6,5,2006,2006,1262.0,1262,0,1262,2,5,5,2006,New,185000,2524.0,73
1135,20,Residential(LD),63,13072,Sawyer West,Single-family Detached,1Story,6,5,2005,2006,1175.0,1175,0,1175,3,6,6,2008,WD ,146000,2350.0,62
719,70,Residential(MD),60,3600,Old Town,Single-family Detached,2Story,6,7,1917,2007,624.0,664,624,1288,3,5,5,2009,WD ,119000,1912.0,62
405,160,Residential(MD),21,1680,Briardale,Townhouse Inside Unit,2Story,5,5,1971,1971,630.0,630,672,1302,3,6,5,2009,COD,112000,1932.0,57
2506,120,Floating Village,37,3316,Somerset,Townhouse End Unit,1Story,8,5,2005,2005,1247.0,1247,0,1247,1,4,4,2006,WD ,197000,2494.0,78
2380,60,Residential(LD),72,16387,Northridge Heights,Single-family Detached,2Story,9,5,2006,2006,1738.0,1738,851,2589,4,11,8,2006,New,412083,4327.0,95
1565,20,Residential(LD),84,13265,Mitchell,Single-family Detached,1Story,8,5,2002,2002,1568.0,1689,0,1689,3,7,7,2008,WD ,271000,3257.0,83
1727,120,Residential(LD),48,3242,Northridge Heights,Townhouse End Unit,1Story,7,5,2003,2003,1405.0,1405,0,1405,2,6,3,2007,WD ,200000,2810.0,71
1661,80,Residential(LD),64,8991,Northwest Ames,Single-family Detached,SLvl,7,6,1976,1976,1228.0,1324,0,1324,3,5,2,2007,WD ,174000,2552.0,68
1967,20,Residential(LD),80,8000,North Ames,Single-family Detached,1Story,5,5,1960,1960,1377.0,1377,0,1377,3,6,11,2007,WD ,156500,2754.0,56
2267,60,Residential(LD),64,9303,Timberland,Single-family Detached,2Story,6,5,1996,1997,872.0,888,868,1756,3,7,7,2007,WD ,204000,2628.0,77
1389,20,Residential(LD),67,8544,Sawyer,Single-family Detached,1Story,5,6,1966,2006,1228.0,1228,0,1228,3,6,6,2008,WD ,149350,2456.0,60
2553,20,Residential(LD),70,11425,North Ames,Single-family Detached,1Story,5,6,1954,1954,1008.0,1008,0,1008,2,4,7,2006,WD ,137000,2016.0,67
1459,60,Residential(LD),75,11404,College Creek,Single-family Detached,2Story,7,5,1998,1999,1153.0,1153,878,2031,3,8,7,2008,WD ,222500,3184.0,69
1739,60,Residential(LD),72,8229,Gilbert,Single-family Detached,2Story,6,5,2007,2007,752.0,752,752,1504,3,6,12,2007,New,166000,2256.0,73
172,30,Residential(MD),56,4485,Old Town,Single-family Detached,1Story,5,7,1920,1950,936.0,936,0,936,2,5,5,2010,WD ,109500,1872.0,58
788,20,Residential(LD),85,15635,Edwards,Single-family Detached,1Story,4,5,1954,1954,0.0,1383,0,1383,2,6,10,2009,WD ,122000,1383.0,88
1979,30,Residential(MD),56,3153,Old Town,Single-family Detached,1Story,5,6,1920,1990,967.0,967,0,967,2,5,7,2007,WD ,99900,1934.0,51
1801,20,Floating Village,84,11096,Somerset,Single-family Detached,1Story,8,5,2006,2006,1656.0,1656,0,1656,3,7,7,2007,WD ,249700,3312.0,75
931,20,Residential(LD),80,14000,Crawford,Single-family Detached,1Story,6,8,1950,2004,1092.0,1152,0,1152,3,6,8,2009,WD ,158500,2244.0,70
2471,20,Residential(LD),74,7733,Sawyer West,Single-family Detached,1Story,6,5,2005,2005,1142.0,1142,0,1142,3,5,1,2006,WD ,139500,2284.0,61
2899,20,Residential(LD),69,8098,Timberland,Single-family Detached,1Story,6,5,2000,2000,1381.0,1403,0,1403,2,5,10,2006,WD ,202000,2784.0,72
2544,90,Residential(LD),70,8393,North Ames,Duplex,1Story,5,5,1959,2005,1626.0,1712,0,1712,4,8,6,2006,WD ,145000,3338.0,43
1386,90,Residential(LD),60,12900,Sawyer,Duplex,SFoyer,4,4,1969,1969,1198.0,1258,0,1258,0,6,1,2008,WD ,108959,2456.0,44
315,20,Residential(LD),178,57200,Timberland,Single-family Detached,1Story,5,5,1948,1950,747.0,1687,0,1687,3,7,6,2010,WD ,160000,2434.0,65
1932,90,Residential(LD),70,8078,North Ames,Duplex,1Story,5,5,1958,1958,1560.0,1560,0,1560,4,8,12,2007,WD ,128600,3120.0,41
1660,60,Residential(LD),74,12384,Northwest Ames,Single-family Detached,2Story,7,7,1976,1976,793.0,1142,793,1935,3,7,11,2007,WD ,197900,2728.0,72
2353,85,Residential(LD),68,9927,Northwest Ames,Single-family Detached,SFoyer,7,5,1976,1976,1047.0,1083,0,1083,2,5,7,2006,WD ,172000,2130.0,80
2139,20,Residential(LD),39,16300,College Creek,Single-family Detached,1Story,5,4,1977,1977,876.0,907,0,907,3,5,1,2007,WD ,130000,1783.0,72
1585,20,Residential(LD),72,7915,Timberland,Single-family Detached,1Story,6,5,1999,2000,1666.0,1675,0,1675,3,6,12,2008,WD ,195000,3341.0,58
1602,20,Residential(LD),100,21750,Mitchell,Single-family Detached,1Story,5,5,1954,1954,988.0,988,0,988,2,4,2,2008,WD ,113000,1976.0,57
2888,20,Residential(LD),70,9116,Mitchell,Single-family Detached,1Story,8,5,2001,2001,1491.0,1491,0,1491,3,7,5,2006,WD ,209000,2982.0,70
965,80,Residential(LD),125,14419,Timberland,Single-family Detached,SLvl,7,5,1987,1989,1645.0,1479,0,1479,3,7,7,2009,WD ,213500,3124.0,68
645,20,Residential(LD),67,13070,North Ames,Single-family Detached,1Story,5,5,1951,1951,631.0,1112,0,1112,2,5,10,2009,WD ,126000,1743.0,72
789,20,Residential(LD),73,9855,Edwards,Single-family Detached,1Story,6,5,1956,1956,1436.0,1689,0,1689,3,7,11,2009,COD,127500,3125.0,40
1015,120,Residential(LD),60,8118,Stone Brook,Townhouse End Unit,1Story,9,5,2007,2007,1710.0,1710,0,1710,2,6,7,2008,WD ,334000,3420.0,97
1264,20,Residential(LD),73,10920,North Ames,Single-family Detached,1Story,6,5,1960,1960,1253.0,1253,0,1253,2,5,5,2008,WD ,157000,2506.0,62
1972,20,Residential(LD),60,6600,North Ames,Single-family Detached,1Story,5,5,1962,1962,864.0,864,0,864,2,5,12,2007,WD ,125500,1728.0,72
1481,60,Residential(LD),63,8199,College Creek,Single-family Detached,2Story,7,5,2005,2005,728.0,728,728,1456,3,7,10,2008,WD ,189000,2184.0,86
954,80,Residential(LD),70,9947,Mitchell,Single-family Detached,SLvl,7,5,1990,1991,1188.0,1217,0,1217,3,6,6,2009,WD ,173000,2405.0,71
2499,80,Residential(LD),100,14330,Veenker,Single-family Detached,SLvl,7,4,1974,1974,1748.0,2151,495,2646,3,9,1,2006,WD ,260000,4394.0,59
824,60,Residential(LD),68,10769,College Creek,Single-family Detached,2Story,8,5,2007,2007,866.0,866,902,1768,3,7,4,2009,WD ,212000,2634.0,80
2769,85,Residential(LD),57,8846,College Creek,Single-family Detached,SFoyer,5,5,1996,1996,870.0,914,0,914,2,5,7,2006,WD ,148000,1784.0,82
123,80,Residential(LD),70,10600,North Ames,Single-family Detached,SLvl,6,5,1964,1964,533.0,1131,644,1775,3,8,5,2010,COD,136300,2308.0,59
1862,90,Residential(LD),91,18890,Sawyer,Duplex,1.5Fin,5,5,1977,1977,1361.0,1361,1259,2620,4,12,8,2007,WD ,190000,3981.0,47
1308,190,Residential(MD),69,9142,Old Town,Two-family_Conversion,2Story,5,5,1900,2006,797.0,830,797,1627,4,10,2,2008,WD ,139500,2424.0,57
1758,60,Residential(LD),58,7750,Gilbert,Single-family Detached,2Story,7,5,2003,2003,660.0,660,660,1320,3,6,8,2007,WD ,162000,1980.0,81
2236,50,Residential(MD),50,6060,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,4,5,1939,1950,732.0,772,351,1123,3,4,6,2007,WD ,100000,1855.0,53
